Timp scurs: 0ms - Elful 1 este la 345, 34 in fabrica 1
Timp scurs: 6529ms - Elful 15 este la 61, 70 in fabrica 2
Timp scurs: 6529ms - Elful 17 este la 119, 79 in fabrica 2
Timp scurs: 6529ms - Elful 20 este la 38, 70 in fabrica 2
Timp scurs: 6529ms - Elful 23 este la 80, 67 in fabrica 2
Timp scurs: 6529ms - Elful 26 este la 63, 129 in fabrica 2
Timp scurs: 6529ms - Elful 2 este la 11, 9 in fabrica 2
Timp scurs: 6529ms - Elful 6 este la 79, 12 in fabrica 2
Timp scurs: 6529ms - Elful 9 este la 142, 81 in fabrica 2
Timp scurs: 6529ms - Elful 12 este la 8, 68 in fabrica 2
Timp scurs: 6529ms - Elful 15 este la 61, 70 in fabrica 2
Timp scurs: 6529ms - Elful 17 este la 119, 79 in fabrica 2
Timp scurs: 6529ms - Elful 20 este la 38, 70 in fabrica 2
Timp scurs: 6529ms - Elful 23 este la 80, 67 in fabrica 2
Timp scurs: 6529ms - Elful 26 este la 63, 129 in fabrica 2
Timp scurs: 6529ms - Elful 2 este la 11, 9 in fabrica 2
Timp scurs: 6529ms - Elful 6 este la 79, 12 in fabrica 2
Timp scurs: 6529ms - Elful 9 este la 142, 81 in fabrica 2
Timp scurs: 6529ms - Elful 12 este la 8, 68 in fabrica 2
Timp scurs: 6529ms - Elful 15 este la 61, 70 in fabrica 2
Timp scurs: 6529ms - Elful 17 este la 119, 79 in fabrica 2
Timp scurs: 6529ms - Elful 20 este la 38, 70 in fabrica 2
Timp scurs: 6529ms - Elful 23 este la 80, 67 in fabrica 2
Timp scurs: 6529ms - Elful 26 este la 63, 130 in fabrica 2
Timp scurs: 6531ms - Elful 3 este la 26, 39 in fabrica 3
Timp scurs: 6531ms - Elful 4 este la 45, 46 in fabrica 3
Timp scurs: 6531ms - Elful 8 este la 61, 5 in fabrica 3
Timp scurs: 6531ms - Elful 11 este la 35, 35 in fabrica 3
Timp scurs: 6531ms - Elful 14 este la 114, 90 in fabrica 3
Timp scurs: 6531ms - Elful 18 este la 108, 33 in fabrica 3
Timp scurs: 6531ms - Elful 21 este la 96, 109 in fabrica 3
Timp scurs: 6531ms - Elful 24 este la 95, 98 in fabrica 3
Timp scurs: 6532ms - Elful 3 este la 26, 39 in fabrica 3
Timp scurs: 6532ms - Elful 4 este la 45, 47 in fabrica 3
Timp scurs: 6532ms - Elful 8 este la 61, 5 in fabrica 3
Timp scurs: 6532ms - Elful 11 este la 35, 35 in fabrica 3
Timp scurs: 6532ms - Elful 14 este la 114, 90 in fabrica 3
Timp scurs: 6532ms - Elful 18 este la 108, 33 in fabrica 3
Timp scurs: 6532ms - Elful 21 este la 96, 109 in fabrica 3
Timp scurs: 6532ms - Elful 24 este la 95, 98 in fabrica 3
Timp scurs: 6532ms - Elful 1 este la 347, 34 in fabrica 1
Timp scurs: 6532ms - Elful 5 este la 339, 193 in fabrica 1
Timp scurs: 6532ms - Elful 7 este la 124, 299 in fabrica 1
Timp scurs: 6532ms - Elful 10 este la 4, 110 in fabrica 1
Timp scurs: 6532ms - Elful 13 este la 74, 302 in fabrica 1
Timp scurs: 6532ms - Elful 16 este la 182, 32 in fabrica 1
Timp scurs: 6532ms - Elful 19 este la 49, 295 in fabrica 1
Timp scurs: 6532ms - Elful 22 este la 161, 1 in fabrica 1
Timp scurs: 6532ms - Elful 25 este la 71, 51 in fabrica 1
Timp scurs: 6533ms - Elful 2 este la 11, 9 in fabrica 2
Timp scurs: 6533ms - Elful 6 este la 79, 12 in fabrica 2
Timp scurs: 6533ms - Elful 9 este la 142, 82 in fabrica 2
Timp scurs: 6533ms - Elful 12 este la 8, 68 in fabrica 2
Timp scurs: 6533ms - Elful 15 este la 61, 70 in fabrica 2
Timp scurs: 6533ms - Elful 17 este la 119, 79 in fabrica 2
Timp scurs: 6533ms - Elful 20 este la 38, 70 in fabrica 2
Timp scurs: 6533ms - Elful 23 este la 80, 67 in fabrica 2
Timp scurs: 6533ms - Elful 26 este la 63, 130 in fabrica 2
Timp scurs: 6537ms - Elful 3 este la 26, 39 in fabrica 3
Timp scurs: 6537ms - Elful 4 este la 45, 47 in fabrica 3
Timp scurs: 6537ms - Elful 8 este la 61, 5 in fabrica 3
Timp scurs: 6537ms - Elful 11 este la 36, 35 in fabrica 3
Timp scurs: 6537ms - Elful 14 este la 114, 90 in fabrica 3
Timp scurs: 6537ms - Elful 18 este la 108, 33 in fabrica 3
Timp scurs: 6537ms - Elful 21 este la 96, 109 in fabrica 3
Timp scurs: 6537ms - Elful 24 este la 95, 98 in fabrica 3
Timp scurs: 6538ms - Elful 3 este la 26, 39 in fabrica 3
Timp scurs: 6538ms - Elful 4 este la 45, 47 in fabrica 3
Timp scurs: 6538ms - Elful 8 este la 61, 5 in fabrica 3
Timp scurs: 6538ms - Elful 11 este la 36, 35 in fabrica 3
Timp scurs: 6538ms - Elful 14 este la 115, 90 in fabrica 3
Timp scurs: 6538ms - Elful 18 este la 108, 33 in fabrica 3
Timp scurs: 6538ms - Elful 21 este la 96, 109 in fabrica 3
Timp scurs: 6538ms - Elful 24 este la 95, 98 in fabrica 3
Timp scurs: 6540ms - Elful 2 este la 11, 9 in fabrica 2
Timp scurs: 6540ms - Elful 6 este la 79, 12 in fabrica 2
Timp scurs: 6540ms - Elful 9 este la 142, 82 in fabrica 2
Timp scurs: 6540ms - Elful 12 este la 8, 68 in fabrica 2
Timp scurs: 6540ms - Elful 15 este la 61, 70 in fabrica 2
Timp scurs: 6540ms - Elful 17 este la 119, 79 in fabrica 2
Timp scurs: 6540ms - Elful 20 este la 38, 70 in fabrica 2
Timp scurs: 6540ms - Elful 23 este la 80, 66 in fabrica 2
Timp scurs: 6540ms - Elful 26 este la 63, 130 in fabrica 2
Timp scurs: 6541ms - Elful 1 este la 347, 34 in fabrica 1
Timp scurs: 6541ms - Elful 5 este la 339, 193 in fabrica 1
Timp scurs: 6541ms - Elful 7 este la 124, 299 in fabrica 1
Timp scurs: 6541ms - Elful 10 este la 4, 109 in fabrica 1
Timp scurs: 6541ms - Elful 13 este la 74, 302 in fabrica 1
Timp scurs: 6541ms - Elful 16 este la 182, 32 in fabrica 1
Timp scurs: 6541ms - Elful 19 este la 49, 295 in fabrica 1
Timp scurs: 6541ms - Elful 22 este la 161, 1 in fabrica 1
Timp scurs: 6541ms - Elful 25 este la 71, 51 in fabrica 1
Timp scurs: 6542ms - Elful 3 este la 26, 39 in fabrica 3
Timp scurs: 6542ms - Elful 4 este la 45, 47 in fabrica 3
Timp scurs: 6542ms - Elful 8 este la 61, 5 in fabrica 3
Timp scurs: 6542ms - Elful 11 este la 36, 35 in fabrica 3
Timp scurs: 6542ms - Elful 14 este la 115, 90 in fabrica 3
Timp scurs: 6542ms - Elful 18 este la 108, 33 in fabrica 3
Timp scurs: 6542ms - Elful 21 este la 95, 109 in fabrica 3
Timp scurs: 6542ms - Elful 24 este la 95, 98 in fabrica 3
Timp scurs: 6543ms - Elful 1 este la 347, 34 in fabrica 1
Timp scurs: 6543ms - Elful 5 este la 339, 193 in fabrica 1
Timp scurs: 6543ms - Elful 7 este la 124, 299 in fabrica 1
Timp scurs: 6543ms - Elful 10 este la 4, 109 in fabrica 1
Timp scurs: 6543ms - Elful 13 este la 74, 302 in fabrica 1
Timp scurs: 6543ms - Elful 16 este la 182, 32 in fabrica 1
Timp scurs: 6543ms - Elful 19 este la 49, 295 in fabrica 1
Timp scurs: 6543ms - Elful 22 este la 160, 1 in fabrica 1
Timp scurs: 6543ms - Elful 25 este la 71, 51 in fabrica 1
Timp scurs: 6545ms - Elful 1 este la 347, 34 in fabrica 1
Timp scurs: 6545ms - Elful 5 este la 339, 193 in fabrica 1
Timp scurs: 6545ms - Elful 7 este la 124, 299 in fabrica 1
Timp scurs: 6545ms - Elful 10 este la 4, 109 in fabrica 1
Timp scurs: 6545ms - Elful 13 este la 75, 302 in fabrica 1
Timp scurs: 6545ms - Elful 16 este la 182, 32 in fabrica 1
Timp scurs: 6545ms - Elful 19 este la 49, 295 in fabrica 1
Timp scurs: 6545ms - Elful 22 este la 160, 1 in fabrica 1
Timp scurs: 6545ms - Elful 25 este la 71, 51 in fabrica 1
Timp scurs: 6546ms - Elful 2 este la 11, 9 in fabrica 2
Timp scurs: 6546ms - Elful 6 este la 79, 12 in fabrica 2
Timp scurs: 6546ms - Elful 9 este la 142, 82 in fabrica 2
Timp scurs: 6546ms - Elful 12 este la 8, 68 in fabrica 2
Timp scurs: 6546ms - Elful 15 este la 61, 70 in fabrica 2
Timp scurs: 6546ms - Elful 17 este la 119, 79 in fabrica 2
Timp scurs: 6546ms - Elful 20 este la 38, 69 in fabrica 2
Timp scurs: 6546ms - Elful 23 este la 80, 66 in fabrica 2
Timp scurs: 6546ms - Elful 26 este la 63, 130 in fabrica 2
Timp scurs: 6546ms - Elful 1 este la 347, 34 in fabrica 1
Timp scurs: 6546ms - Elful 5 este la 339, 193 in fabrica 1
Timp scurs: 6546ms - Elful 7 este la 124, 299 in fabrica 1
Timp scurs: 6546ms - Elful 10 este la 4, 109 in fabrica 1
Timp scurs: 6546ms - Elful 13 este la 75, 302 in fabrica 1
Timp scurs: 6546ms - Elful 16 este la 183, 32 in fabrica 1
Timp scurs: 6546ms - Elful 19 este la 49, 295 in fabrica 1
Timp scurs: 6546ms - Elful 22 este la 160, 1 in fabrica 1
Timp scurs: 6546ms - Elful 25 este la 71, 51 in fabrica 1
Timp scurs: 6547ms - Elful 1 este la 347, 34 in fabrica 1
Timp scurs: 6547ms - Elful 5 este la 339, 193 in fabrica 1
Timp scurs: 6547ms - Elful 7 este la 125, 299 in fabrica 1
Timp scurs: 6547ms - Elful 10 este la 4, 109 in fabrica 1
Timp scurs: 6547ms - Elful 13 este la 75, 302 in fabrica 1
Timp scurs: 6547ms - Elful 16 este la 183, 32 in fabrica 1
Timp scurs: 6547ms - Elful 19 este la 49, 295 in fabrica 1
Timp scurs: 6547ms - Elful 22 este la 160, 1 in fabrica 1
Timp scurs: 6547ms - Elful 25 este la 71, 51 in fabrica 1
Timp scurs: 6547ms - Elful 1 este la 347, 34 in fabrica 1
Timp scurs: 6547ms - Elful 5 este la 339, 193 in fabrica 1
Timp scurs: 6547ms - Elful 7 este la 125, 299 in fabrica 1
Timp scurs: 6547ms - Elful 10 este la 4, 109 in fabrica 1
Timp scurs: 6547ms - Elful 13 este la 75, 302 in fabrica 1
Timp scurs: 6547ms - Elful 16 este la 183, 32 in fabrica 1
Timp scurs: 6547ms - Elful 19 este la 49, 295 in fabrica 1
Timp scurs: 6547ms - Elful 22 este la 160, 1 in fabrica 1
Timp scurs: 6547ms - Elful 25 este la 71, 50 in fabrica 1
Timp scurs: 6552ms - Elful 3 este la 26, 39 in fabrica 3
Timp scurs: 6552ms - Elful 4 este la 45, 47 in fabrica 3
Timp scurs: 6552ms - Elful 8 este la 61, 5 in fabrica 3
Timp scurs: 6552ms - Elful 11 este la 36, 35 in fabrica 3
Timp scurs: 6552ms - Elful 14 este la 115, 90 in fabrica 3
Timp scurs: 6552ms - Elful 18 este la 107, 33 in fabrica 3
Timp scurs: 6552ms - Elful 21 este la 95, 109 in fabrica 3
Timp scurs: 6552ms - Elful 24 este la 95, 98 in fabrica 3
Timp scurs: 6552ms - Elful 1 este la 347, 34 in fabrica 1
Timp scurs: 6552ms - Elful 5 este la 339, 193 in fabrica 1
Timp scurs: 6552ms - Elful 7 este la 125, 299 in fabrica 1
Timp scurs: 6552ms - Elful 10 este la 4, 109 in fabrica 1
Timp scurs: 6552ms - Elful 13 este la 75, 302 in fabrica 1
Timp scurs: 6552ms - Elful 16 este la 183, 32 in fabrica 1
Timp scurs: 6552ms - Elful 19 este la 49, 296 in fabrica 1
Timp scurs: 6552ms - Elful 22 este la 160, 1 in fabrica 1
Timp scurs: 6552ms - Elful 25 este la 71, 50 in fabrica 1
Timp scurs: 6553ms - Elful 3 este la 26, 38 in fabrica 3
Timp scurs: 6553ms - Elful 4 este la 45, 47 in fabrica 3
Timp scurs: 6553ms - Elful 8 este la 61, 5 in fabrica 3
Timp scurs: 6553ms - Elful 11 este la 36, 35 in fabrica 3
Timp scurs: 6553ms - Elful 14 este la 115, 90 in fabrica 3
Timp scurs: 6553ms - Elful 18 este la 107, 33 in fabrica 3
Timp scurs: 6553ms - Elful 21 este la 95, 109 in fabrica 3
Timp scurs: 6553ms - Elful 24 este la 95, 98 in fabrica 3
Timp scurs: 6559ms - Elful 2 este la 11, 9 in fabrica 2
Timp scurs: 6559ms - Elful 6 este la 79, 12 in fabrica 2
Timp scurs: 6559ms - Elful 9 este la 142, 82 in fabrica 2
Timp scurs: 6559ms - Elful 12 este la 8, 68 in fabrica 2
Timp scurs: 6559ms - Elful 15 este la 61, 69 in fabrica 2
Timp scurs: 6559ms - Elful 17 este la 119, 79 in fabrica 2
Timp scurs: 6559ms - Elful 20 este la 38, 69 in fabrica 2
Timp scurs: 6559ms - Elful 23 este la 80, 66 in fabrica 2
Timp scurs: 6559ms - Elful 26 este la 63, 130 in fabrica 2
Timp scurs: 6559ms - Elful 2 este la 11, 10 in fabrica 2
Timp scurs: 6559ms - Elful 6 este la 79, 12 in fabrica 2
Timp scurs: 6559ms - Elful 9 este la 142, 82 in fabrica 2
Timp scurs: 6559ms - Elful 12 este la 8, 68 in fabrica 2
Timp scurs: 6559ms - Elful 15 este la 61, 69 in fabrica 2
Timp scurs: 6559ms - Elful 17 este la 119, 79 in fabrica 2
Timp scurs: 6559ms - Elful 20 este la 38, 69 in fabrica 2
Timp scurs: 6559ms - Elful 23 este la 80, 66 in fabrica 2
Timp scurs: 6559ms - Elful 26 este la 63, 130 in fabrica 2
Timp scurs: 6560ms - Elful 2 este la 11, 10 in fabrica 2
Timp scurs: 6560ms - Elful 6 este la 79, 12 in fabrica 2
Timp scurs: 6560ms - Elful 9 este la 142, 82 in fabrica 2
Timp scurs: 6560ms - Elful 12 este la 8, 68 in fabrica 2
Timp scurs: 6560ms - Elful 15 este la 61, 69 in fabrica 2
Timp scurs: 6560ms - Elful 1 este la 347, 33 in fabrica 1
Timp scurs: 6560ms - Elful 5 este la 339, 193 in fabrica 1
Timp scurs: 6560ms - Elful 7 este la 125, 299 in fabrica 1
Timp scurs: 6560ms - Elful 10 este la 4, 109 in fabrica 1
Timp scurs: 6560ms - Elful 13 este la 75, 302 in fabrica 1
Timp scurs: 6560ms - Elful 16 este la 183, 32 in fabrica 1
Timp scurs: 6560ms - Elful 19 este la 49, 296 in fabrica 1
Timp scurs: 6560ms - Elful 22 este la 160, 1 in fabrica 1
Timp scurs: 6560ms - Elful 25 este la 71, 50 in fabrica 1
Timp scurs: 6560ms - Elful 17 este la 119, 79 in fabrica 2
Timp scurs: 6560ms - Elful 20 este la 38, 69 in fabrica 2
Timp scurs: 6560ms - Elful 23 este la 80, 66 in fabrica 2
Timp scurs: 6560ms - Elful 26 este la 63, 131 in fabrica 2
Timp scurs: 6560ms - Elful 3 este la 26, 38 in fabrica 3
Timp scurs: 6560ms - Elful 4 este la 45, 47 in fabrica 3
Timp scurs: 6560ms - Elful 8 este la 62, 5 in fabrica 3
Timp scurs: 6560ms - Elful 11 este la 36, 35 in fabrica 3
Timp scurs: 6560ms - Elful 14 este la 115, 90 in fabrica 3
Timp scurs: 6560ms - Elful 18 este la 107, 33 in fabrica 3
Timp scurs: 6560ms - Elful 21 este la 95, 109 in fabrica 3
Timp scurs: 6560ms - Elful 24 este la 95, 98 in fabrica 3
Timp scurs: 6560ms - Elful 2 este la 11, 10 in fabrica 2
Timp scurs: 6560ms - Elful 6 este la 79, 12 in fabrica 2
Timp scurs: 6560ms - Elful 9 este la 142, 82 in fabrica 2
Timp scurs: 6560ms - Elful 12 este la 9, 68 in fabrica 2
Timp scurs: 6560ms - Elful 15 este la 61, 69 in fabrica 2
Timp scurs: 6560ms - Elful 17 este la 119, 79 in fabrica 2
Timp scurs: 6560ms - Elful 20 este la 38, 69 in fabrica 2
Timp scurs: 6560ms - Elful 23 este la 80, 66 in fabrica 2
Timp scurs: 6560ms - Elful 26 este la 63, 131 in fabrica 2
Timp scurs: 6560ms - Elful 2 este la 11, 10 in fabrica 2
Timp scurs: 6560ms - Elful 6 este la 80, 12 in fabrica 2
Timp scurs: 6560ms - Elful 9 este la 142, 82 in fabrica 2
Timp scurs: 6560ms - Elful 12 este la 9, 68 in fabrica 2
Timp scurs: 6560ms - Elful 15 este la 61, 69 in fabrica 2
Timp scurs: 6560ms - Elful 17 este la 119, 79 in fabrica 2
Timp scurs: 6560ms - Elful 20 este la 38, 69 in fabrica 2
Timp scurs: 6560ms - Elful 23 este la 80, 66 in fabrica 2
Timp scurs: 6560ms - Elful 26 este la 63, 131 in fabrica 2
Timp scurs: 6560ms - Elful 2 este la 11, 10 in fabrica 2
Timp scurs: 6560ms - Elful 6 este la 80, 12 in fabrica 2
Timp scurs: 6560ms - Elful 9 este la 142, 82 in fabrica 2
Timp scurs: 6560ms - Elful 12 este la 9, 68 in fabrica 2
Timp scurs: 6560ms - Elful 15 este la 61, 69 in fabrica 2
Timp scurs: 6560ms - Elful 17 este la 118, 79 in fabrica 2
Timp scurs: 6560ms - Elful 20 este la 38, 69 in fabrica 2
Timp scurs: 6560ms - Elful 23 este la 80, 66 in fabrica 2
Timp scurs: 6560ms - Elful 26 este la 63, 131 in fabrica 2
Timp scurs: 6562ms - Elful 3 este la 26, 38 in fabrica 3
Timp scurs: 6562ms - Elful 4 este la 45, 47 in fabrica 3
Timp scurs: 6562ms - Elful 8 este la 62, 5 in fabrica 3
Timp scurs: 6562ms - Elful 11 este la 36, 35 in fabrica 3
Timp scurs: 6562ms - Elful 14 este la 115, 90 in fabrica 3
Timp scurs: 6562ms - Elful 18 este la 107, 33 in fabrica 3
Timp scurs: 6562ms - Elful 21 este la 95, 109 in fabrica 3
Timp scurs: 6562ms - Elful 24 este la 95, 99 in fabrica 3
Timp scurs: 6563ms - Elful 3 este la 26, 38 in fabrica 3
Timp scurs: 6563ms - Elful 4 este la 44, 47 in fabrica 3
Timp scurs: 6563ms - Elful 8 este la 62, 5 in fabrica 3
Timp scurs: 6563ms - Elful 11 este la 36, 35 in fabrica 3
Timp scurs: 6563ms - Elful 14 este la 115, 90 in fabrica 3
Timp scurs: 6563ms - Elful 18 este la 107, 33 in fabrica 3
Timp scurs: 6563ms - Elful 21 este la 95, 109 in fabrica 3
Timp scurs: 6563ms - Elful 24 este la 95, 99 in fabrica 3
Timp scurs: 6563ms - Elful 1 este la 347, 33 in fabrica 1
Timp scurs: 6563ms - Elful 5 este la 340, 193 in fabrica 1
Timp scurs: 6563ms - Elful 7 este la 125, 299 in fabrica 1
Timp scurs: 6563ms - Elful 10 este la 4, 109 in fabrica 1
Timp scurs: 6563ms - Elful 13 este la 75, 302 in fabrica 1
Timp scurs: 6563ms - Elful 16 este la 183, 32 in fabrica 1
Timp scurs: 6563ms - Elful 19 este la 49, 296 in fabrica 1
Timp scurs: 6563ms - Elful 22 este la 160, 1 in fabrica 1
Timp scurs: 6563ms - Elful 25 este la 71, 50 in fabrica 1
Timp scurs: 6564ms - Elful 2 este la 11, 10 in fabrica 2
Timp scurs: 6564ms - Elful 6 este la 80, 12 in fabrica 2
Timp scurs: 6564ms - Elful 9 este la 143, 82 in fabrica 2
Timp scurs: 6564ms - Elful 12 este la 9, 68 in fabrica 2
Timp scurs: 6564ms - Elful 15 este la 61, 69 in fabrica 2
Timp scurs: 6564ms - Elful 17 este la 118, 79 in fabrica 2
Timp scurs: 6564ms - Elful 20 este la 38, 69 in fabrica 2
Timp scurs: 6564ms - Elful 23 este la 80, 66 in fabrica 2
Timp scurs: 6564ms - Elful 26 este la 63, 131 in fabrica 2
Timp scurs: 6568ms - Elful 3 este la 26, 38 in fabrica 3
Timp scurs: 6568ms - Elful 4 este la 44, 47 in fabrica 3
Timp scurs: 6568ms - Elful 8 este la 62, 5 in fabrica 3
Timp scurs: 6568ms - Elful 11 este la 37, 35 in fabrica 3
Timp scurs: 6568ms - Elful 14 este la 115, 90 in fabrica 3
Timp scurs: 6568ms - Elful 18 este la 107, 33 in fabrica 3
Timp scurs: 6568ms - Elful 21 este la 95, 109 in fabrica 3
Timp scurs: 6568ms - Elful 24 este la 95, 99 in fabrica 3
Timp scurs: 6569ms - Elful 3 este la 26, 38 in fabrica 3
Timp scurs: 6569ms - Elful 4 este la 44, 47 in fabrica 3
Timp scurs: 6569ms - Elful 8 este la 62, 5 in fabrica 3
Timp scurs: 6569ms - Elful 11 este la 37, 35 in fabrica 3
Timp scurs: 6569ms - Elful 14 este la 114, 90 in fabrica 3
Timp scurs: 6569ms - Elful 18 este la 107, 33 in fabrica 3
Timp scurs: 6569ms - Elful 21 este la 95, 109 in fabrica 3
Timp scurs: 6569ms - Elful 24 este la 95, 99 in fabrica 3
Timp scurs: 6571ms - Elful 2 este la 11, 10 in fabrica 2
Timp scurs: 6571ms - Elful 6 este la 80, 12 in fabrica 2
Timp scurs: 6571ms - Elful 9 este la 143, 82 in fabrica 2
Timp scurs: 6571ms - Elful 12 este la 9, 68 in fabrica 2
Timp scurs: 6571ms - Elful 15 este la 61, 69 in fabrica 2
Timp scurs: 6571ms - Elful 17 este la 118, 79 in fabrica 2
Timp scurs: 6571ms - Elful 20 este la 38, 69 in fabrica 2
Timp scurs: 6571ms - Elful 23 este la 81, 66 in fabrica 2
Timp scurs: 6571ms - Elful 26 este la 63, 131 in fabrica 2
Timp scurs: 6572ms - Elful 1 este la 347, 33 in fabrica 1
Timp scurs: 6572ms - Elful 5 este la 340, 193 in fabrica 1
Timp scurs: 6572ms - Elful 7 este la 125, 299 in fabrica 1
Timp scurs: 6572ms - Elful 10 este la 4, 110 in fabrica 1
Timp scurs: 6572ms - Elful 13 este la 75, 302 in fabrica 1
Timp scurs: 6572ms - Elful 16 este la 183, 32 in fabrica 1
Timp scurs: 6572ms - Elful 19 este la 49, 296 in fabrica 1
Timp scurs: 6572ms - Elful 22 este la 160, 1 in fabrica 1
Timp scurs: 6572ms - Elful 25 este la 71, 50 in fabrica 1
Timp scurs: 6573ms - Elful 3 este la 26, 38 in fabrica 3
Timp scurs: 6573ms - Elful 4 este la 44, 47 in fabrica 3
Timp scurs: 6573ms - Elful 8 este la 62, 5 in fabrica 3
Timp scurs: 6573ms - Elful 11 este la 37, 35 in fabrica 3
Timp scurs: 6573ms - Elful 14 este la 114, 90 in fabrica 3
Timp scurs: 6573ms - Elful 18 este la 107, 33 in fabrica 3
Timp scurs: 6573ms - Elful 21 este la 95, 108 in fabrica 3
Timp scurs: 6573ms - Elful 24 este la 95, 99 in fabrica 3
Timp scurs: 6574ms - Elful 1 este la 347, 33 in fabrica 1
Timp scurs: 6574ms - Elful 5 este la 340, 193 in fabrica 1
Timp scurs: 6574ms - Elful 7 este la 125, 299 in fabrica 1
Timp scurs: 6574ms - Elful 10 este la 4, 110 in fabrica 1
Timp scurs: 6574ms - Elful 13 este la 75, 302 in fabrica 1
Timp scurs: 6574ms - Elful 16 este la 183, 32 in fabrica 1
Timp scurs: 6574ms - Elful 19 este la 49, 296 in fabrica 1
Timp scurs: 6574ms - Elful 22 este la 161, 1 in fabrica 1
Timp scurs: 6574ms - Elful 25 este la 71, 50 in fabrica 1
Timp scurs: 6576ms - Elful 1 este la 347, 33 in fabrica 1
Timp scurs: 6576ms - Elful 5 este la 340, 193 in fabrica 1
Timp scurs: 6576ms - Elful 7 este la 125, 299 in fabrica 1
Timp scurs: 6576ms - Elful 10 este la 4, 110 in fabrica 1
Timp scurs: 6576ms - Elful 13 este la 75, 303 in fabrica 1
Timp scurs: 6576ms - Elful 16 este la 183, 32 in fabrica 1
Timp scurs: 6576ms - Elful 19 este la 49, 296 in fabrica 1
Timp scurs: 6576ms - Elful 22 este la 161, 1 in fabrica 1
Timp scurs: 6576ms - Elful 25 este la 71, 50 in fabrica 1
Timp scurs: 6577ms - Elful 1 este la 347, 33 in fabrica 1
Timp scurs: 6577ms - Elful 5 este la 340, 193 in fabrica 1
Timp scurs: 6577ms - Elful 7 este la 125, 299 in fabrica 1
Timp scurs: 6577ms - Elful 10 este la 4, 110 in fabrica 1
Timp scurs: 6577ms - Elful 13 este la 75, 303 in fabrica 1
Timp scurs: 6577ms - Elful 16 este la 182, 32 in fabrica 1
Timp scurs: 6577ms - Elful 19 este la 49, 296 in fabrica 1
Timp scurs: 6577ms - Elful 22 este la 161, 1 in fabrica 1
Timp scurs: 6577ms - Elful 25 este la 71, 50 in fabrica 1
Timp scurs: 6577ms - Elful 2 este la 11, 10 in fabrica 2
Timp scurs: 6577ms - Elful 6 este la 80, 12 in fabrica 2
Timp scurs: 6577ms - Elful 9 este la 143, 82 in fabrica 2
Timp scurs: 6577ms - Elful 12 este la 9, 68 in fabrica 2
Timp scurs: 6577ms - Elful 15 este la 61, 69 in fabrica 2
Timp scurs: 6577ms - Elful 17 este la 118, 79 in fabrica 2
Timp scurs: 6577ms - Elful 20 este la 39, 69 in fabrica 2
Timp scurs: 6577ms - Elful 23 este la 81, 66 in fabrica 2
Timp scurs: 6577ms - Elful 26 este la 63, 131 in fabrica 2
Timp scurs: 6578ms - Elful 1 este la 347, 33 in fabrica 1
Timp scurs: 6578ms - Elful 5 este la 340, 193 in fabrica 1
Timp scurs: 6578ms - Elful 7 este la 125, 299 in fabrica 1
Timp scurs: 6578ms - Elful 10 este la 4, 110 in fabrica 1
Timp scurs: 6578ms - Elful 13 este la 75, 303 in fabrica 1
Timp scurs: 6578ms - Elful 16 este la 182, 32 in fabrica 1
Timp scurs: 6578ms - Elful 19 este la 49, 296 in fabrica 1
Timp scurs: 6578ms - Elful 22 este la 161, 1 in fabrica 1
Timp scurs: 6578ms - Elful 25 este la 71, 49 in fabrica 1
Timp scurs: 6578ms - Elful 1 este la 347, 33 in fabrica 1
Timp scurs: 6578ms - Elful 5 este la 340, 193 in fabrica 1
Timp scurs: 6578ms - Elful 7 este la 124, 299 in fabrica 1
Timp scurs: 6578ms - Elful 10 este la 4, 110 in fabrica 1
Timp scurs: 6578ms - Elful 13 este la 75, 303 in fabrica 1
Timp scurs: 6578ms - Elful 16 este la 182, 32 in fabrica 1
Timp scurs: 6578ms - Elful 19 este la 49, 296 in fabrica 1
Timp scurs: 6578ms - Elful 22 este la 161, 1 in fabrica 1
Timp scurs: 6578ms - Elful 25 este la 71, 49 in fabrica 1
Timp scurs: 6583ms - Elful 1 este la 347, 33 in fabrica 1
Timp scurs: 6583ms - Elful 5 este la 340, 193 in fabrica 1
Timp scurs: 6583ms - Elful 7 este la 124, 299 in fabrica 1
Timp scurs: 6583ms - Elful 10 este la 4, 110 in fabrica 1
Timp scurs: 6583ms - Elful 13 este la 75, 303 in fabrica 1
Timp scurs: 6583ms - Elful 16 este la 182, 32 in fabrica 1
Timp scurs: 6583ms - Elful 19 este la 49, 295 in fabrica 1
Timp scurs: 6583ms - Elful 22 este la 161, 1 in fabrica 1
Timp scurs: 6583ms - Elful 25 este la 71, 49 in fabrica 1
Timp scurs: 6583ms - Elful 3 este la 26, 38 in fabrica 3
Timp scurs: 6583ms - Elful 4 este la 44, 47 in fabrica 3
Timp scurs: 6583ms - Elful 8 este la 62, 5 in fabrica 3
Timp scurs: 6583ms - Elful 11 este la 37, 35 in fabrica 3
Timp scurs: 6583ms - Elful 14 este la 114, 90 in fabrica 3
Timp scurs: 6583ms - Elful 18 este la 107, 32 in fabrica 3
Timp scurs: 6583ms - Elful 21 este la 95, 108 in fabrica 3
Timp scurs: 6583ms - Elful 24 este la 95, 99 in fabrica 3
Timp scurs: 6584ms - Elful 3 este la 27, 38 in fabrica 3
Timp scurs: 6584ms - Elful 4 este la 44, 47 in fabrica 3
Timp scurs: 6584ms - Elful 8 este la 62, 5 in fabrica 3
